customer_id,trans_date,tran_amount
CS4508,11-Jun-13,103
CS4158,2-Aug-11,68
CS1612,20-Jan-13,80
CS2613,22-Sep-12,73
CS3188,22-Dec-13,41
CS2394,8-Oct-14,99
CS5026,1-Sep-13,52
CS3960,15-Jul-14,104
CS5535,20-Mar-12,52
CS5250,26-Feb-13,35
CS5063,30-Mar-12,79
CS2600,23-Feb-15,97
CS2441,18-Feb-15,66
CS4555,7-Mar-14,62
CS3656,8-Jun-14,99
CS3242,15-Aug-11,93
CS2924,5-Jun-11,80
CS2026,14-Mar-15,43
CS2711,20-Apr-12,97
CS4363,13-Oct-11,85
CS1909,27-Jun-12,104
CS3078,24-Oct-12,67
CS5535,13-Dec-12,77
CS1780,7-Feb-12,84
CS1293,19-Jun-14,103
CS4388,29-Aug-12,46
CS3098,7-Sep-11,68
CS5609,23-Jul-12,79
CS5310,25-May-11,51
CS2185,14-Dec-12,85
CS5842,15-Oct-13,103
CS5766,27-Apr-12,38
CS5501,25-Sep-14,86
CS4408,28-Jun-11,51
CS1677,2-Nov-11,41
CS5231,15-Aug-13,66
CS6083,23-Feb-15,55
CS4561,27-Nov-11,95
CS3524,22-Apr-12,84
CS2588,22-Jan-13,64
CS2113,10-Mar-15,83
CS1946,18-Dec-11,55
CS5590,10-Jan-12,35
CS1360,3-Aug-13,102
CS4483,1-May-12,51
CS4633,26-Jan-13,65
CS2341,16-Oct-12,75
CS1442,5-Nov-13,41
CS2803,21-Aug-14,41
CS2740,8-Dec-12,69
CS1926,23-Feb-14,101
CS4670,28-Jun-12,67
CS4839,2-May-13,103
CS2252,1-Mar-13,74
CS4132,16-Mar-12,41
CS4812,8-Feb-15,53
CS1558,16-Nov-13,36
CS4527,18-Aug-11,67
CS5309,23-Dec-12,38
CS5351,11-Nov-14,62
CS6099,17-Sep-14,94
CS4276,15-Nov-14,71
CS3520,4-Jan-13,41
CS4711,8-Mar-14,99
CS3071,23-Apr-14,57
CS2106,24-Jan-13,104
CS2507,5-Dec-11,84
CS3582,28-Mar-13,105
CS5643,31-Jan-15,44
CS4363,21-Apr-12,56
CS2953,8-Dec-14,36
CS5061,30-Jul-12,71
CS5885,11-Aug-14,97
CS3160,6-Oct-13,43
CS1947,28-May-11,37
CS4146,30-Jan-15,61
CS5803,28-Sep-14,76
CS2703,27-Aug-14,62
CS4976,7-Jul-11,35
CS1169,5-Aug-14,81
CS1221,7-Jun-11,44
CS1435,29-Jan-15,39
CS3289,18-Jun-12,101
CS4438,9-Jan-12,71
CS4998,1-Jan-14,76
CS3013,7-Apr-12,42
CS2602,30-Apr-12,94
CS4390,10-Aug-13,52
CS2656,24-Sep-13,91
CS4675,7-Dec-13,67
CS3704,25-Aug-13,85
CS5566,15-Jan-14,62
CS6066,16-Sep-14,84
CS3963,16-Oct-11,91
CS5656,30-Aug-14,103
CS3040,22-Sep-14,69
CS4848,25-Jul-13,64
CS2395,7-Jul-11,35
CS3523,29-May-13,94
CS3136,30-Sep-13,77
CS3227,19-Jun-11,99
CS5937,10-Dec-11,97
CS4730,16-May-13,95
CS3936,10-Mar-13,97
CS5816,30-Mar-14,103
CS1174,6-Jan-14,56
CS2484,7-Mar-12,88
CS1865,2-Apr-12,85
CS5066,24-Feb-14,36
CS5903,6-Aug-11,44
CS3834,4-Mar-13,51
CS3818,4-Feb-13,82
CS1948,26-May-12,60
CS2191,22-Aug-11,46
CS3623,23-Oct-13,99
CS4857,4-Jul-12,60
CS4320,21-Mar-13,71
CS5458,17-Aug-12,88
CS1408,17-Sep-11,89
CS1570,18-Apr-14,81
CS2325,20-Nov-13,37
CS3879,16-Aug-12,53
CS5726,30-Oct-14,98
CS3536,1-Oct-11,95
CS1173,25-May-13,64
CS5955,5-Jun-14,90
CS5200,19-Mar-13,104
CS4755,31-Mar-12,95
CS1549,13-Dec-11,36
CS1550,6-Nov-14,79
CS2865,7-Aug-11,46
CS5372,3-Apr-12,62
CS1393,14-Jun-11,70
CS5044,28-May-14,56
CS1998,3-Jan-14,91
CS4179,12-Feb-14,100
CS2630,10-Sep-14,74
CS2866,27-Feb-15,57
CS2539,14-Jan-12,60
CS2239,29-Jan-14,100
CS1871,4-Mar-14,84
CS2202,5-Nov-14,65
CS2688,1-Aug-14,62
CS1476,14-Nov-14,45
CS1344,18-Nov-14,59
CS5777,17-Dec-12,88
CS5661,15-Dec-12,59
CS2817,5-May-12,98
CS1428,8-Jun-13,71
CS3120,10-Aug-14,45
CS5609,5-May-12,36
CS4333,22-Jul-12,83
CS5844,31-Mar-13,100
CS4659,30-Nov-11,81
CS2813,3-Jun-11,68
CS3127,27-Aug-14,41
CS3903,2-Mar-14,70
CS2370,6-Mar-15,44
CS3826,8-Nov-11,41
CS4876,28-Feb-13,54
CS1667,15-Aug-11,67
CS4269,14-Oct-12,37
CS2494,15-Jan-14,40
CS4432,14-Jun-12,99
CS1829,24-May-13,94
CS5202,25-Jul-14,74
CS4379,1-May-12,56
CS5798,11-Jan-12,35
CS3000,17-Dec-11,86
CS1827,4-Mar-13,49
CS3012,26-Jun-13,55
CS1236,2-Feb-15,40
CS1839,3-Oct-14,63
CS3603,31-Aug-13,73
CS4221,16-Dec-14,35
CS2850,6-Aug-12,42
CS2476,18-Oct-14,37
CS2672,30-Nov-12,56
CS4948,14-Jul-14,49
CS2719,16-Jun-14,81
CS3167,2-Apr-14,98
CS2786,2-Aug-14,95
CS5419,10-May-13,53
CS5136,30-Nov-13,78
CS2258,6-Dec-13,74
CS2127,19-Jun-13,64
CS2594,14-Jul-13,86
CS3920,26-Jan-13,71
CS3321,23-Oct-14,44
CS5761,12-Aug-11,61
CS2944,17-Sep-11,73
CS2550,3-Aug-14,44
CS5823,9-May-13,54
CS5672,13-Aug-12,46
CS4825,12-Oct-13,49
CS1266,27-Feb-13,100
CS2999,6-Jan-12,103
CS3259,21-Mar-13,43
CS3486,27-Oct-11,66
CS5250,4-Nov-14,68
CS3204,20-Apr-14,90
CS3258,14-Oct-14,74
CS2317,4-Mar-15,63
CS1728,13-Jul-14,101
CS4154,20-Aug-11,59
CS5223,23-Jun-12,36
CS5602,19-Dec-12,81
CS2492,3-May-13,93
CS1403,22-Aug-13,95
CS3980,20-May-14,80
CS1337,8-Feb-15,80
CS2731,11-Aug-11,74
CS4116,15-Mar-14,93
CS5978,14-Jul-11,95
CS2168,7-Apr-12,53
CS4020,15-Feb-14,91
CS3728,11-Aug-14,35
CS5814,4-Jan-15,70
CS3949,2-Mar-15,86
CS4776,8-Nov-11,76
CS3650,13-Dec-11,70
CS5394,12-Mar-13,63
CS5578,31-Jul-11,101
CS1767,2-Aug-12,65
CS1808,20-May-12,76
CS5059,16-Oct-13,103
CS3285,19-Dec-12,90
CS3147,21-Jan-14,97
CS2106,22-Nov-11,80
CS2339,27-Apr-13,90
CS5778,7-May-13,51
CS4771,25-Jun-13,57
CS4707,7-Jul-14,87
CS4245,15-May-12,63
CS5614,2-Mar-14,86
CS3538,23-Jan-14,73
CS3621,17-Dec-12,88
CS4899,17-Jul-14,60
CS5992,20-May-12,86
CS3880,28-Sep-14,101
CS3237,14-Nov-14,65
CS1293,8-Aug-14,98
CS2234,6-May-14,90
CS1555,22-Jun-14,79
CS5527,20-Jul-14,72
CS2056,11-Sep-11,77
CS5979,30-Sep-12,35
CS1796,7-Aug-14,71
CS3876,3-Jun-13,42
CS3869,23-Jan-13,47
CS4455,13-Jan-14,80
CS6097,25-Oct-11,101
CS1908,31-Jan-13,68
CS6106,30-Sep-11,105
CS1283,8-Jan-15,47
CS5217,25-Jan-15,104
CS3812,5-Oct-14,61
CS4429,24-Oct-14,41
CS1977,19-Dec-12,68
CS3849,25-Jun-11,40
CS1864,15-Aug-14,81
CS1333,12-Oct-14,99
CS2394,8-May-14,44
CS5432,9-Feb-14,93
CS2632,3-Dec-13,36
CS2508,13-Oct-14,105
CS3924,20-Jan-15,48
CS1510,2-Feb-14,74
CS5697,1-Aug-14,93
CS5783,14-Nov-13,75
CS1815,26-May-11,101
CS1168,1-Aug-14,49
CS5506,2-Jan-15,94
CS1713,23-Aug-14,105
CS5649,22-Dec-14,39
CS4145,27-Feb-14,71
CS2560,23-May-11,91
CS4517,31-Dec-13,35
CS4108,9-Sep-13,61
CS2391,20-Oct-13,72
CS2455,3-Jan-15,51
CS1801,27-Sep-11,53
CS4995,11-Feb-14,45
CS3226,26-Nov-11,83
CS2400,20-Jul-11,75
CS6020,27-May-11,90
CS5812,16-Feb-13,97
CS5461,3-Nov-14,104
CS5059,5-Apr-12,84
CS1540,13-Jun-11,61
CS5919,18-Sep-11,43
CS3874,12-Oct-11,48
CS2794,18-May-13,100
CS3868,11-Apr-13,48
CS3625,8-Sep-14,82
CS2506,18-Dec-14,84
CS3079,20-Oct-14,105
CS2847,21-Nov-13,69
CS2032,3-Dec-12,58
CS2022,12-Jan-14,68
CS4150,2-Feb-14,95
CS1766,30-Apr-13,48
CS4874,11-Oct-11,49
CS4447,9-Jan-13,75
CS5603,7-Sep-12,105
CS3029,16-Jan-14,43
CS4912,2-Mar-12,51
CS2390,11-Jun-13,35
CS4139,4-Dec-12,94
CS3238,11-Oct-11,78
CS3911,14-Oct-13,54
CS1974,15-Nov-13,96
CS4170,3-May-13,85
CS1731,6-Jun-12,82
CS2043,19-Jun-11,84
CS5950,2-Jun-12,59
CS2597,22-Dec-12,85
CS1536,9-Feb-15,47
CS1743,10-Jun-11,71
CS3751,13-Mar-12,50
CS3369,14-Nov-12,38
CS4786,1-Nov-14,96
CS3101,12-Nov-12,65
CS2415,29-Dec-13,66
CS2848,28-Jan-14,91
CS2591,30-Apr-14,65
CS2031,7-Feb-15,86
CS5541,4-Sep-13,73
CS1135,28-Aug-12,98
CS2678,12-Jul-11,84
CS5939,16-Nov-13,91
CS1956,8-Jun-11,103
CS3144,7-Nov-11,95
CS4060,9-Feb-12,97
CS2701,7-Nov-11,60
CS3237,30-Dec-14,76
CS5299,14-Nov-12,60
CS5875,8-Feb-12,39
CS3132,26-Apr-14,70
CS1509,21-Oct-14,39
CS2870,15-Jun-11,40
CS1467,25-Jul-13,53
CS5701,15-Nov-13,35
CS5929,30-Jun-14,59
CS3128,29-Aug-13,88
CS1611,8-Mar-12,61
CS2818,14-Jul-13,39
CS1661,16-Jun-11,49
CS5726,30-Jun-12,36
CS6005,21-Apr-14,81
CS5564,16-Dec-14,39
CS2839,25-Jul-13,47
CS2307,1-Oct-11,92
CS2063,24-Jul-13,43
CS5452,25-Sep-11,94
CS4011,18-Mar-13,82
CS2223,14-Apr-14,59
CS2906,13-Oct-13,57
CS4585,1-Jul-12,88
CS2993,4-Jan-14,53
CS5547,10-Jan-12,91
CS4804,21-Sep-14,80
CS2946,28-May-13,69
CS5394,28-Dec-13,48
CS6104,12-Oct-12,37
CS2563,21-Dec-13,66
CS3852,17-May-11,96
CS4001,6-Jun-12,101
CS2717,23-Oct-11,79
CS3416,4-Mar-14,101
CS5293,14-Jul-11,86
CS4023,26-Jan-12,71
CS4965,9-May-13,82
CS2362,13-Sep-12,56
CS2490,8-May-13,91
CS5195,10-Jun-14,86
CS3844,25-Dec-13,52
CS3393,31-Dec-13,82
CS5411,22-Oct-12,84
CS4956,20-Jan-13,85
CS3323,3-Oct-11,80
CS5906,10-Jul-13,91
CS2901,9-Apr-12,46
CS2462,11-Oct-13,100
CS5715,7-Oct-14,37
CS4419,16-Jul-12,103
CS1450,28-Feb-14,41
CS5706,3-Apr-14,44
CS2139,24-Apr-14,105
CS3542,16-Jan-14,49
CS4777,14-Feb-14,76
CS3193,28-Oct-14,87
CS3823,4-Dec-11,53
CS5051,13-Jan-14,41
CS6083,7-Jul-12,47
CS5254,2-Aug-12,65
CS2247,16-Jul-11,98
CS1676,21-Mar-13,101
CS4065,7-Jan-14,52
CS3596,7-Dec-12,100
CS4903,8-Mar-14,56
CS4753,24-Aug-13,78
CS2546,25-Sep-14,84
CS3783,23-Oct-13,67
CS2704,24-Oct-14,37
CS3983,2-Aug-11,95
CS4201,18-Jun-13,48
CS1429,24-Jul-14,99
CS5668,15-Mar-15,58
CS1811,16-Oct-14,76
CS2592,21-May-14,98
CS4789,25-Aug-14,72
CS6095,9-Nov-13,53
CS1649,25-Jun-13,98
CS5815,9-Sep-12,46
CS2873,8-Dec-14,35
CS1989,25-Mar-14,43
CS3529,27-Apr-12,88
CS6068,26-Jul-12,54
CS3635,28-May-11,91
CS1653,28-May-11,49
CS4639,11-Mar-12,56
CS1935,19-Apr-13,80
CS4762,21-May-13,35
CS3198,24-Mar-13,59
CS3185,14-Oct-14,70
CS3400,30-Dec-12,46
CS1369,5-Aug-13,98
CS1255,30-Dec-13,43
CS2398,29-Apr-12,38
CS5477,16-Aug-12,83
CS3839,14-Nov-14,38
CS4996,28-Nov-14,78
CS4813,20-May-13,66
CS2546,13-May-14,86
CS2609,12-Aug-12,104
CS5965,22-Dec-12,70
CS2659,23-Jun-14,89
CS4834,24-May-11,36
CS3302,8-May-13,98
CS4574,25-Apr-13,98
CS2468,3-Dec-14,81
CS1230,11-Jan-14,64
CS3973,27-Jan-13,102
CS4089,12-Dec-14,59
CS5489,1-Apr-14,39
CS4218,12-Apr-14,82
CS5752,8-Oct-11,74
CS2025,12-Aug-11,72
CS1437,14-May-12,65
CS3386,2-Oct-13,102
CS1838,4-Feb-14,78
CS2487,14-Nov-14,40
CS2435,18-Nov-12,82
CS5730,18-Aug-14,39
CS2795,22-Jan-15,101
CS4414,21-Sep-12,101
CS3035,26-Feb-12,57
CS3304,8-Jun-12,60
CS2589,28-Dec-14,47
CS5836,6-Mar-12,76
CS3243,7-Oct-13,91
CS1387,14-Dec-12,99
CS5830,29-Nov-14,35
CS4813,14-Mar-13,97
CS6035,23-Dec-14,61
CS4871,8-Oct-13,91
CS1362,24-Oct-14,36
CS3028,6-Sep-14,67
CS3114,18-Apr-14,59
CS2103,9-Feb-15,70
CS1862,21-Aug-12,35
CS3123,5-May-12,96
CS1775,24-Feb-14,88
CS6057,7-Feb-13,64
CS1113,25-Jul-11,57
CS5752,5-Jul-14,80
CS4244,18-May-13,39
CS4608,10-Aug-14,75
CS3150,26-Feb-15,59
CS1983,23-Feb-13,88
CS1237,8-Aug-14,66
CS4064,24-Jun-12,96
CS3117,2-Nov-14,63
CS5121,6-Aug-14,104
CS1947,10-Nov-13,105
CS3024,21-Jul-14,58
CS2262,18-Apr-12,37
CS1497,15-Sep-14,38
CS5761,31-Dec-13,92
CS5486,17-Jan-14,63
CS1418,14-Oct-11,90
CS5195,11-Feb-12,70
CS2670,18-Mar-12,54
CS4518,31-Jan-13,61
CS2183,14-Nov-13,76
CS4397,17-Nov-12,67
CS1485,28-May-12,80
CS3897,17-May-12,96
CS3379,13-Jan-13,81
CS3746,27-Aug-13,95
CS2659,5-Nov-14,44
CS5810,14-Jan-12,47
CS5018,24-Aug-11,72
CS1231,1-May-12,76
CS4324,27-Jan-13,54
CS5633,16-Feb-15,61
CS2048,7-Sep-12,73
CS4784,14-Dec-13,49
CS3818,3-Jul-13,66
CS4818,3-May-13,55
CS3047,30-Sep-13,54
CS5505,22-Dec-14,95
CS1676,26-Sep-14,69
CS5213,20-Mar-13,63
CS5568,20-Sep-11,41
CS3659,14-Mar-12,35
CS1970,7-May-13,56
CS4306,14-Nov-14,100
CS5241,3-Mar-15,93
CS3349,6-Apr-14,90
CS1573,1-Jan-15,76
CS6005,6-Feb-15,42
CS1369,9-Feb-13,69
CS2758,18-Dec-14,93
CS1523,14-Mar-12,58
CS3227,12-Jul-12,70
CS3221,20-Mar-12,89
CS1120,24-Apr-13,100
CS4115,12-Jan-12,78
CS5397,7-Jan-14,91
CS3224,24-Oct-14,58
CS2727,26-Oct-12,104
CS5246,24-Jan-15,76
CS5352,4-Feb-12,96
CS3328,27-Mar-12,99
CS5062,23-Mar-14,58
CS2875,16-Feb-12,75
CS3809,14-Mar-13,88
CS2316,28-Mar-14,68
CS2877,26-Dec-13,97
CS5416,19-Aug-12,97
CS2598,11-May-14,58
CS3996,30-Oct-12,74
CS6099,13-Oct-12,40
CS6010,29-Sep-11,88
CS4421,6-Apr-13,91
CS4236,12-Jun-12,52
CS5414,10-Sep-12,79
CS3523,1-Jan-13,47
CS1303,23-Aug-11,57
CS2399,22-Jun-14,64
CS5845,24-Feb-13,97
CS3514,6-Nov-11,49
CS3384,30-Aug-11,63
CS4791,17-Oct-13,89
CS6075,18-Aug-14,52
CS4296,19-Mar-12,62
CS5371,15-Jun-14,77
CS2957,26-May-13,51
CS4195,31-May-11,96
CS2782,4-May-14,37
CS4197,2-Jul-14,77
CS3271,3-Jan-12,47
CS3139,13-Dec-11,60
CS3570,3-May-14,88
CS3591,12-Jul-13,65
CS5210,18-May-11,84
CS3197,5-May-13,43
CS3118,23-Mar-13,55
CS1633,4-Jan-13,35
CS5319,22-Jan-13,71
CS3531,19-Apr-12,91
CS3385,5-Sep-14,44
CS1749,12-Jun-12,73
CS4236,31-Aug-11,92
CS3106,16-Apr-14,44
CS5746,5-Dec-11,37
CS4879,30-Jun-12,70
CS2422,11-Nov-12,101
CS2136,19-Aug-12,52
CS4688,1-Aug-12,69
CS3941,3-May-13,66
CS3293,29-Jul-12,89
CS5569,10-May-12,72
CS2841,10-Aug-14,48
CS5443,21-Mar-13,96
CS3635,29-Jun-14,64
CS1846,30-Apr-14,55
CS4046,27-May-14,96
CS2569,22-Nov-11,97
CS4139,10-Oct-14,78
CS5539,11-Aug-11,97
CS5623,25-Sep-13,44
CS3114,6-May-14,75
CS2391,23-Sep-13,42
CS4193,14-Mar-13,64
CS4465,14-Dec-11,50
CS5448,14-Sep-12,67
CS2426,18-Oct-12,97
CS4360,3-Feb-12,65
CS5335,21-Jun-12,52
CS2005,18-Nov-11,84
CS2541,27-Sep-13,67
CS3705,11-Jul-14,56
CS5389,1-Jul-13,81
CS5839,18-Mar-12,48
CS3206,29-Dec-14,43
CS3437,31-Jan-14,101
CS3726,17-Sep-12,40
CS5060,22-Jan-12,58
CS1565,1-Jun-14,102
CS1384,20-Oct-14,69
CS3294,22-Sep-11,54
CS5513,16-Mar-13,37
CS2646,21-Dec-11,79
CS2816,16-Aug-12,49
CS5775,20-Oct-13,36
CS1171,15-Mar-15,103
CS1292,11-Nov-11,93
CS5648,30-May-12,104
CS1397,21-Feb-13,45
CS4788,24-Jan-14,85
CS1752,28-Jan-12,95
CS2287,1-Jan-14,36
CS1227,8-Dec-14,77
CS6091,3-Dec-11,56
CS2880,6-Jun-14,55
CS3417,11-Jan-15,94
CS1412,7-Aug-14,89
CS3324,30-Sep-12,38
CS5375,10-Mar-12,70
CS4970,14-Feb-13,63
CS6051,6-Jun-12,66
CS2445,23-Aug-14,74
CS3849,24-Sep-11,76
CS3393,26-Feb-15,63
CS4793,23-Mar-12,49
CS5918,24-Jun-13,49
CS3068,10-Dec-12,46
CS4896,24-Nov-12,57
CS5555,28-Oct-12,89
CS5182,15-Nov-13,61
CS3902,31-Oct-13,94
CS4620,14-Jul-11,103
CS1700,12-Jun-12,97
CS5846,14-Sep-11,99
CS2042,5-Apr-14,41
CS4796,13-Jul-14,67
CS4305,17-Jun-11,76
CS5195,21-Mar-13,51
CS2918,4-Aug-11,83
CS3900,20-Mar-12,47
CS5939,6-Dec-14,52
CS4173,13-Feb-12,41
CS1618,16-Feb-13,71
CS4918,18-Jun-14,87
CS4579,8-Feb-13,81
CS1294,10-Feb-15,36
CS1921,15-May-12,71
CS4147,1-Dec-14,93
CS3212,2-Dec-11,100
CS1769,6-Apr-13,63
CS3562,16-Mar-14,94
CS4978,31-Dec-12,61
CS4487,7-Nov-12,39
CS3204,25-Dec-12,61
CS1165,17-May-13,79
CS2747,24-Apr-14,64
CS5458,4-Jan-13,77
CS5784,16-Nov-11,56
CS1917,2-Jul-11,43
CS2719,24-May-14,59
CS4819,27-Aug-12,84
CS2985,2-Aug-14,94
CS1945,17-Dec-11,53
CS4377,24-Oct-13,97
CS6059,16-Oct-14,69
CS4792,24-Dec-13,70
CS1992,8-Sep-11,61
CS4747,18-Feb-12,37
CS2735,27-May-13,60
CS4773,7-Apr-14,81
CS3760,3-Sep-12,45
CS4446,13-Dec-11,75
CS1635,7-Nov-13,94
CS5092,19-Sep-11,101
CS3843,16-Jul-11,104
CS2589,8-Jan-13,102
CS5861,3-Nov-13,81
CS1783,2-Aug-12,71
CS3113,23-Jun-12,53
CS4743,3-May-12,42
CS4553,8-Nov-13,77
CS5777,10-Nov-12,36
CS4535,24-Sep-13,55
CS2745,17-Feb-12,54
CS5758,1-Sep-12,89
CS4345,23-Feb-13,46
CS2538,2-Sep-12,72
CS3114,4-Aug-14,87
CS5867,30-May-13,104
CS2286,3-Oct-12,48
CS3337,12-Feb-14,94
CS5159,29-Dec-12,97
CS5980,22-Feb-14,71
CS1804,23-Dec-11,55
CS5149,10-Jan-14,97
CS2282,6-Aug-11,47
CS3483,24-Jan-13,62
CS2569,10-Dec-14,81
CS1789,19-Jul-12,81
CS3092,25-Sep-12,37
CS1574,7-Aug-12,86
CS3058,17-Apr-12,83
CS1792,21-Mar-13,42
CS5349,23-Jun-11,72
CS5786,9-Sep-11,80
CS2296,5-Sep-12,101
CS5352,20-Nov-11,55
CS3000,9-Feb-13,92
CS5375,4-Jun-14,82
CS1374,17-Dec-11,58
CS2963,30-Aug-13,82
CS1905,12-Jun-11,49
CS2156,26-Mar-14,99
CS5659,6-Aug-13,79
CS1157,23-Feb-15,67
CS4551,29-Apr-13,91
CS2098,2-Oct-11,36
CS1510,28-Aug-13,59
CS5589,8-Jan-12,65
CS3502,25-Nov-14,36
CS1269,19-Jul-12,96
CS3819,26-Dec-12,90
CS5937,22-Jun-11,58
CS5383,31-Oct-12,105
CS1460,19-Apr-14,35
CS5950,2-Jan-14,52
CS4697,5-Sep-13,62
CS5797,23-Jul-11,44
CS3449,3-Aug-13,87
CS3507,9-Oct-12,70
CS4365,28-Dec-14,96
CS1159,29-Sep-12,44
CS3929,9-Dec-11,62
CS2339,11-Mar-12,84
CS1420,4-Aug-13,44
CS5125,16-Jul-13,37
CS5780,18-Mar-13,53
CS6089,24-Aug-13,67
CS2693,23-Jan-14,74
CS4129,26-Nov-12,82
CS2483,19-Apr-14,90
CS6064,8-Jun-14,95
CS1807,21-Oct-14,72
CS4884,13-Jun-11,48
CS2640,29-Sep-11,73
CS5538,18-Jul-11,40
CS2985,1-Apr-13,66
CS1855,5-Oct-12,71
CS5249,14-Mar-12,87
CS2124,1-Aug-11,45
CS4673,22-May-11,43
CS4612,8-Jun-14,59
CS5030,1-Jun-14,97
CS4487,25-Feb-14,97
CS1159,5-Sep-12,76
CS2584,1-Feb-14,43
CS3951,29-Mar-13,84
CS5798,9-Mar-15,91
CS2354,12-Feb-12,96
CS5120,8-May-13,65
CS5470,13-Oct-13,64
CS5048,30-Aug-13,84
CS5290,16-Nov-11,95
CS4125,13-Nov-11,43
CS5393,13-Dec-13,86
CS5492,15-Apr-14,98
CS2484,8-Sep-12,37
CS1265,22-Apr-13,100
CS5028,15-Nov-13,41
CS2878,15-Feb-13,47
CS6078,8-Feb-12,98
CS2158,9-Sep-14,44
CS2227,14-Feb-14,52
CS5782,22-Jan-12,56
CS1739,6-Dec-13,76
CS4429,4-Nov-11,95
CS1214,10-Jan-14,80
CS4143,31-Jan-12,56
CS6076,3-Feb-12,77
CS4157,16-Aug-11,73
CS2162,23-Oct-14,93
CS2756,28-Jul-11,98
CS4271,20-Nov-11,43
CS3048,31-Aug-13,43
CS3760,6-Jun-12,48
CS3834,1-Sep-11,100
CS4484,22-Oct-13,94
CS2234,18-Aug-13,85
CS5104,25-Jun-12,100
CS3903,16-Nov-11,103
CS3370,4-Jul-13,41
CS3355,14-Oct-13,69
CS4518,28-May-13,41
CS4416,14-Aug-11,49
CS5811,5-May-12,80
CS4584,15-Dec-13,98
CS2657,27-Feb-12,55
CS2291,10-Jul-13,37
CS2486,14-Jul-11,40
CS3658,16-Apr-13,98
CS2132,2-Dec-14,92
CS4467,4-Mar-12,76
CS4324,4-Jun-12,43
CS1940,14-Oct-12,42
CS2813,19-Sep-12,43
CS2415,3-Feb-15,85
CS5668,7-Dec-12,51
CS1481,10-Jun-11,93
CS3728,16-Feb-14,63
CS1696,16-Nov-12,43
CS4681,31-Mar-14,92
CS2413,23-Jul-11,101
CS5736,2-May-14,46
CS3290,20-Dec-11,83
CS5175,5-Jan-15,42
CS3795,29-Sep-12,90
CS2187,16-Nov-14,95
CS5806,4-Jan-13,55
CS3398,23-Sep-13,102
CS2258,31-May-11,73
CS2925,8-Apr-14,97
CS1823,26-Nov-13,67
CS3774,21-Jul-13,73
CS2204,7-Jul-11,105
CS2381,26-Jul-11,70
CS1844,20-May-14,60
CS3397,23-Aug-11,86
CS2195,10-Mar-13,87
CS1189,13-Aug-14,61
CS2379,28-Jan-15,76
CS4856,29-Sep-14,80
CS2062,8-Feb-12,51
CS1773,5-Sep-14,61
CS2126,9-Dec-14,92
CS4668,25-Aug-14,42
CS4330,16-Apr-13,43
CS5123,29-Jan-12,66
CS2515,28-Sep-14,64
CS4315,30-Jan-15,97
CS2547,30-Nov-13,91
CS1153,4-Oct-11,99
CS1410,23-Apr-13,54
CS4521,8-Oct-13,101
CS1339,8-Feb-14,75
CS2169,30-Jun-14,91
CS5216,19-May-11,94
CS5704,10-Nov-12,47
CS2623,25-Nov-13,99
CS5612,28-Aug-14,93
CS5860,21-Jul-13,89
CS4498,1-Jul-12,54
CS2161,25-Jul-12,57
CS1146,22-May-14,87
CS1664,3-Mar-15,64
CS4084,10-Oct-14,74
CS2325,20-May-13,58
CS3956,21-Sep-12,104
CS4826,15-Jan-14,52
CS3524,21-Feb-12,96
CS3378,12-Sep-13,50
CS6020,10-Aug-13,86
CS3959,12-Mar-15,59
CS5374,15-Apr-13,99
CS5599,10-Apr-13,70
CS2053,30-Oct-12,42
CS2467,20-Jan-12,102
CS3837,19-Jun-14,102
CS2188,16-Jul-11,96
CS4330,25-Nov-11,72
CS3200,22-Jun-14,53
CS3882,2-Sep-12,62
CS4065,7-Aug-12,77
CS3895,28-Nov-13,88
CS1695,26-May-11,71
CS1849,26-Sep-13,38
CS4308,5-Dec-11,57
CS4445,3-Dec-11,51
CS2894,5-Sep-14,105
CS3355,24-Jan-14,71
CS1137,3-Sep-12,93
CS3975,13-Mar-13,100
CS4920,1-Jul-14,35
CS2337,10-Aug-13,84
CS3062,12-Feb-12,95
CS3632,29-Nov-14,42
CS2202,30-Oct-11,52
CS3030,12-Mar-12,87
CS5339,1-Dec-14,37
CS2348,20-Nov-12,70
CS1250,18-Apr-14,87
CS4747,26-Dec-13,74
CS4708,31-Dec-11,45
CS4121,22-Sep-12,78
CS4028,8-Jul-14,100
CS5212,18-Jun-14,36
CS2868,12-Aug-13,89
CS2373,11-Nov-12,54
CS2903,24-Aug-14,71
CS2648,26-Jan-14,102
CS1837,12-Feb-14,71
CS5552,29-May-14,68
CS5595,11-Jun-14,45
CS4451,23-May-12,73
CS2050,7-Apr-13,98
CS2601,2-Jan-14,60
CS1113,30-Jul-13,87
CS3433,8-Nov-12,35
CS2635,27-May-13,73
CS5029,13-Feb-12,95
CS4699,5-Mar-14,70
CS3414,29-Jun-11,98
CS5950,5-Aug-12,80
CS4857,15-Jul-14,70
CS3168,4-Nov-14,60
CS4385,7-May-13,105
CS2809,21-Jan-13,99
CS3550,20-Nov-13,61
CS1142,19-Dec-11,94
CS4088,26-Aug-13,76
CS3149,8-Feb-12,41
CS4374,21-May-11,43
CS4507,15-Dec-12,100
CS2451,24-Apr-12,78
CS2657,26-Mar-13,54
CS1603,1-May-13,55
CS2930,26-Oct-14,92
CS1901,10-May-13,67
CS5034,20-Sep-14,68
CS1989,12-Nov-14,101
CS4936,14-Dec-13,78
